28006, PHOTALINE LASER 14 DEVELOPER REPLENISHER CONCENTRATE;POTASSIUM HYDROXIDE, POTASSIUM SULFITE, POTASSIUM CARBONATE, HYDROQUINONE, WATER; STRONG ACIDS, STRONG BASES;KEEP AWAY FROM STRONG ACIDS;Respiratory Protection:SHOULD NOT BE NECESSARY UNDER NORMAL CONDITIONS. IF EXPOSED TO VAPORS THAT EXCEED TLV OR PEL, WEAR APPROVED VAPOR RESPIRATOR. Ventilation:NOT PROVIDED Protective Gloves:IMPERVIOUS Eye Protection:PROTECTIVE GOGGLES. Other Protective Equipment:AS NECESSARY TO PREVENT SKIN CONTACT. EYEWASH FACILITIES IN VICINITY OF USE. Work Hygienic Practices:NOT PROVIDED Supplemental Safety and Health ABBREVIATION: N/A;
THERMAFIBER BLOWING WOOL;MINERAL WOOL FIBER, MINERAL OIL; ACIDS;ACIDIC CONDITIONS;Respiratory Protection:USE NIOSH APPROVED NUISANCE DUST MASK IF TLV IS EXCEEDED. Ventilation:LOCAL EXHAUST TO KEEP BELOW TLV IF POSSIBLE/GENERAL MECHANICAL VENTILATION & A DUST RESPIRATOR SHOULD BE USED. Protective Gloves:REQUIRED IF DUST IS IRRITATING Eye Protection:TIGHT FITTING GOGGLES Other Protective Equipment:LOOSE FITTING CLOTHING Work Hygienic Practices:REMOVE/WASH WORK CLOTHES SEPARATELY FROM OTHER WASH. Supplemental Safety and Health;
POLYDIMETHYLSILOXANE SEALANT;METHYL TRIMETHOXYSILANE (LD50 12500 MG/KG RAT, LD50, 1-3,5-TRIS(TRIMETHOXYSILYLPROPYL)-ISOCYANURATE), POLYDIMETHYL SILOXANE (LD50 >40000MG/KG ORAL RAT,, D4&HMDZ TREATED SILICON DIOXIDE (LD50 3160MG/KG RT), POLYDIMETHYLSILOXANE AILANOL/ST (LD50 >40000MG/KG ORAL RAT,, VOC = <5 G/L; NK;;Ventilation:YES Protective Gloves:CLOTH Eye Protection:SAFETY GLASSES Other Protective Equipment:EYEWASH STATION. Supplemental Safety and Health MORE INFORMATION ON FILE;
CITRA-SOLV;BENZIN, NAPHTHA, MINERAL SPIRITS, PETROLEUM NAPHTHA, ISOBUTYL ACETATE, AMYL ACETATE, O-CHLOROTOLUENE; ;HEAT, SPARKS OR OPEN FLAMES;Ventilation:LOCAL EXHAUST Protective Gloves:RUBBER Eye Protection:SAFETY GLASSES Supplemental Safety and Health PH IS FOR 1% OF SOLUTION;
PERCHLOROETHYLENE INDUSTRIAL;PERCHLOROETHYLENE (TETRACHLOROETHYLENE) (SARA III); STRONG OXIDIZERS,CHEMICALLY ACTIVE METALS:BA,LI,BE;OPEN FLAMES,WELDING ARCS,OTHER HIGH TEMPERATURES;Respiratory Protection:NIOSH APPROVED RESP PROTECTION REQUIRED IN ABSENCE OF PROPER CONTROL Ventilation:RECOMMEND CONTROL OF VAPORS TO SUGGESTED GUIDE Protective Gloves:NONE REQUIRED Eye Protection:SAFETY GLASSES Other Protective Equipment:NONE REQUIRED Supplemental Safety and Health;
C-1 ANTIFOAM;POLYELECTROLYTE (TYPE NOT SPECIFIED); STRONG MINERAL ACIDS AND OXIDIZERS;;Respiratory Protection:MFR RECOMMENDS NONE Ventilation:NOT REQUIRED Protective Gloves:RUBBER Eye Protection:SAFTY GLASSES OR GOGGLES Supplemental Safety and Health SPECIFIC GRAVITY: VISCOUS;
EVERITE FORMULA ST;SODIUM NITRATE, SODIUM NITRITE (SARA III), SODIUM GLUCONATE; REDUCING AGENTS, ACIDS, AMMONIUM COMPOUNDS, REDUCING AGENTS, CYANIDES, THIOCYANATES, THIOSULPHATES, & ORGANICS;;Respiratory Protection:NIOSH APPROVED TYPE RESPIRATOR OR NUISANCE MASK. Ventilation:MECHANICAL Protective Gloves:RUBBER, BUTYL Eye Protection:GOGGLES Supplemental Safety and Health;
WB, NEOPRENE SYNTHETIC RUBBER;POLYCHLOROPRENE/POLYCHLOROBUTADIENE, (POLYCHLOROPRENE,; ;HEATING TO 392F (200C) OR HIGHER, HYDROGEN CHLORIDE IS EVOLVED AT THESE TEMPERATURES;Respiratory Protection:NIOSH/MSHA APPROVED RESPIRATOR WITH ORGANIC VAPOR CARTRIDGE SHOULD BE USED WHEN VAPORS OR FUMES ARE GENERATED. Ventilation:VENT TO MAINTAIN FUME & VAP LEV W/IN EST SAFE STANDARD. IF LOC EXHAUST IS BEING USED, A CAPTURE VELOCITY OF (SUPDAT) Protective Gloves:RUBBER GLOVES. Eye Protection:CHEMICAL WORKERS GOGGLES . Other Protective Equipment:CHEMICAL RESISTANT CLOTHING. Work Hygienic Practices:NONE SPECIFIED BY MANUFACTURER. Supplemental Safety and Health VENT:150-200 FPM IS RECOMMENDED;
ENCO ONE-STEP DEVELOPER/FINISHER (FOR N-25);N-PROPYL ALCOHOL; ;EXCESSIVE HEAT;Respiratory Protection:CHEMICAL CARTRIDGE RESPIRATOR RECOMMENDED FOR EXPOSURES EXCEEDING TLV Protective Gloves:RUBBER GLOVES Eye Protection:SAFETY GOGGLES Other Protective Equipment:CLOTHING SUITABLE TO AVOID SKIN CONTACT.FULL FACESHIELD Supplemental Safety and Health;
PVC PRIMER;TETRAHYDROFURAN (SARA III), METHYL ETHYL KETONE (2-BUTANONE) (MEK) (SARA III), CYCLOHEXANONE (SARA III); STRONG OXIDIZING AGENTS;SPARKS & OPEN FLAME;Respiratory Protection:SELF-CONTAINED BREATHING APPARATUS.POSITIVE PRESS/AIRLINE MASKS. Ventilation:LOCAL EXHAUST AS REQUIRED Protective Gloves:PVA Eye Protection:CHEMICAL SAFETY GOGGLES. Other Protective Equipment:APRONS,BOOTS,EYE BATH,SAFETY SHOWER. Supplemental Safety and Health;
S-139 TILE-ON ADHESIVE;TOLUENE (SARA III), WATER; STRONG OXIDIZING AGENTS;;Respiratory Protection:IF ADEQUATE VENTILATION IS NOT AFFORDED,WEAR RESPIRATORY EQUIPMENT APPROVED FOR ORGANIC VAPORS. Ventilation:USE NATURAL CROSS-VENTILATION,LOCAL PICK-UP AND OR GENERAL AREA VENTILATION TO PREVENT ACCUMULATION OF SOLVENT VAPORS. Protective Gloves:IMPERVIOUS GLOVES OR LOOP-PILE GLOVES Eye Protection:SPECTACLE-TYPE SAFETY GLASSES Other Protective Equipment:EYE WASH FACILITIES Supplemental Safety and Health;
JANITOR IN A DRUM;WATER, SURFACE ACTIVE AGENTS (SURFACTANTS)., ALKALINE BUILDERS, DYE, PERFUME; ;;Respiratory Protection:NIOSH/MSHA APPROVED RESPIRATOR APPROPRIATE FOR EXPOSURE OF CONCERN . Ventilation:EACH SITUATION MUST BE EVALUATED BASED UPON EXPOSURES OF CONCERN. Protective Gloves:NOT REQUIRED(MFR) Eye Protection:CHEMICAL WORKERS GOGGLES. Other Protective Equipment:N/K Work Hygienic Practices:N/K . Supplemental Safety and Health % VOLATILE BY VOL:NEGLIGIBLE @ 70F,21C.LD50:G/KG-NOT TOXIC.LD50 RABBITS ACUTE DEMAL >2 G/KG-NOT TOXIC.WASTE DISPOSAL METHOD:GUIDELINES & NOTIFY TREATMENT PLANT.VISCOSITY:SLIGHTLY VISCOUS;
WOC200568, WINTON OIL COLOURS VANDYKE BROWN;NON HAZARDOUS INGREDIENTS.; COMBUSTIBLE MATTER E.G., COTTON WASTE;;Respiratory Protection:NIOSH/MSHA APPROVED RESPIRATOR APPROPRIATE FOR EXPOSURE OF CONCERN . Protective Gloves:IMPERVIOUS GLOVES . Eye Protection:CHEMICAL WORKERS GOGGLES . Other Protective Equipment:USE BARRIER CREAMS. Work Hygienic Practices:NORMAL HYGIENE. Supplemental Safety and Health NONE SPECIFIED BY MANUFACTURER;
C-5A ANTI-SEIZE;GRAPHITE, NATURAL, HYDROTREATED PETROLEUM DISTILLATE, COPPER (SARA 313) (CERCLA), PETROLEUM DISTILLATE, SILICON DIOXIDE; STRONG LEWIS/MINERAL ACIDS/STRONG BASES/OXIDANTS/NITRATES/NITRITES/CHLORINATED HYDROCARBONS/CHLORIDES PALLADIUM/SELENIUM;HEAT, MANGANESE, MAGNESIUM, POTASSIUM CHLORATE, SODIUM CARBONATE, SULFATES, DIVORANE;Respiratory Protection:USE NIOSH APPROVED DUST/MIST RESPIRATOR. Ventilation:GENERAL VENTILATION. Protective Gloves:CLOTH OR SYNTHETIC Eye Protection:SAFETY GLASSES Other Protective Equipment:CLEAN CLOTHING, EYEWASH, SAFETY SHOWER. Work Hygienic Practices:WASH HANDS BEFORE EATING. DON'T EAT PRODUCT. Supplemental Safety and Health;
ETHYL ALCOHOL TECHNICAL - 200 PROOF;ETHYL ALCOHOL; CONTACT WITH ACETYL CHLORIDE AND A WIDE RANGE OF OXIDIZING AGENTS MAY REACT VIOLENTLY;CONTACT WITH ACETYL CHLORIDE AND A WIDE RANGE OF OXIDIZING AGENTS MAY REACT VIOLENTLY;Respiratory Protection:WHERE EXPOSURE IS LIKELY TO EXCEED ACCEPTABLE CRITERIA, USE NIOSH/MSHA APPROVED RESPIRATORY PROTECTION EQUIPMENT. RESPIRATORS SHOULD BE SELECTED BASED ON THE FORM AND CONCENTRATION OF CONTAMINANT IN A IR AND IN ACCORDANCE WITH OSHA (29 CFR 1910.134). Ventilation:HANDLE IN THE PRESENCE OF ADEQUATE VENTILATION. Protective Gloves:WEAR IMPERVIOUS GLOVES. Eye Protection:WEAR SAFETY GLASSES MEETING THE SPECIFICATIONS OF ANSI STANDARD Z87.1 Other Protective Equipment:CONTACT WITH THE EYE IS ANTICIPATED. PROTECTIVE CLOTHING SHOULD BE IMPERVIOUS TO THE PRODUCT FOR THE DURATION OF THE ANTICIPATED EXPOSURE IF THERE IS POTENTIAL FOR PROLONGED OR REPEATED SKIN CONTACT. Work Hygienic Practices:REMOVE AND WASH CONTAMINATED CLOTHING BEFORE RESUE. Supplemental Safety and Health CHEMICAL SAFETY GOGGLES MEETING THE SPECIFICATIONS OF ANSI STANDARD Z87.1 SHOULD BE WORN WHENEVER THERE IS THE POSSIBILITY OF SPLASHING OR OTHER CONTACT WITH THE EYES;
SUPER KOTE PASTEL WHITE OP62;TITANIUM DIOXIDE, NATURAL CALCIUM CARBONATE, KAOLIN, MINERAL SPIRITS, AMORPHOUS SILICA, ETHYLENE GLYCOL, VINYL ACETATE, WATER, PROPRIETARY INGREDIENTS; STRONG ACIDS & BASES HYDROFLUORIC ACID, STRONG OXIDIZING MATERIALS;HEAT, SPARKS, OPEN FLAMES & OTHER IGNITION SOURCES;Respiratory Protection:USE A NIOSH-APPROVED CANISTER RESPIRATOR WHERE EXPOSURE IN EXCESS OF PERMISSIBLE LIMITS ARE ANTICIPATED/IN THE ABSENCE OF ADEQUATE ENVIRONMENTAL CONTROLS AT POINT OF USE. Ventilation:LOCAL MECHANICAL EXHAUST VENTILATION CAPABLE OF MAINTAINING EMISSIONS AT POINT OF USE BELOW PEL/IN AREAS WHERE VAPORS ARE EXPECTED TO BE VENTED. Protective Gloves:RUBBER Eye Protection:CHEMICAL GOGGLES Other Protective Equipment:LONG-SLEEVED SHIRT, TROUSERS, RUBBER BOOTS, RUBBER APRON Work Hygienic Practices:REMOVE/LAUNDER CONTAMINATED CLOTHING & SHOES BEFORE REUSE. Supplemental Safety and Health;
TWP 101 CEDARTONE NATURAL;ODORLESS MINERAL SPIRIT, ALIPHATICPERTOLEUM DISTILLATES, OXOALUMINUM STEARATE, MIXED MANGANESE CARBOXYLATES, LONG-OIL ALKYD (PROPIETARY); STRONG OXIDIZING AGENTS, STRONG ALKALINES, STRONG MINERAL ACIDS;HIGH HEAT, SPARKS, FLAMES;Respiratory Protection:USE NIOSH/MSHA APPROVED RESPIRATOR. COMBINATION DUST/VAPOR RESPIRATOR OR CHEMICAL RESPIRATOR. Ventilation:LOCAL EXHAUST TO MAINTAIN WORK SPACE BELOW TLV LISTED IN SECTION 11. Protective Gloves:IMPERVIOUS TO SOLVENTS Eye Protection:SPLASHPROOF GOGGLES OR FACE SHIELD Other Protective Equipment:EYEWASH STATION, EMERGENCY SHOWER, AUTO-WATER SPRAY Work Hygienic Practices:WASH HANDS BEFORE EATING OR USING RESTROOM. SMOKE IN DESIGNATED AREAS. Supplemental Safety and Health WT/GAL;
3923 SPRED HOUSE DURA-GLOSS ACRYLIC LATEX COUNTRY BLUE;WATER, IRON OXIDE, TITANIUM OXIDE, ACRYLIC COPOLYMER, 1,2-ETHANEDIOL, PROPANOIC ACID, 2-METHYL-, MONOESTER WITH; OXIDIZERS, ACIDS, REDUCING AGENTS, BASES ALKALIES ALUMINUM, ZINC, HYPOCHLORITES, HYDRAZIDES, HALOGENATED COMPOUNDS, MAGNESIUM, CAUSTICS, SODIUM, POTASSIUM, NITRATES CHLORINATED RUBBER;ELEVATED TEMPERATURES, CONTACT WITH OXIDIZING AGENTS, CONTACT WITH ALUMINUM OR ZINC, STORAGE NEAR ACIDS, FREEZING, SPARKS, OPEN FLAME, IGNITION SOURCES;Respiratory Protection:WHERE RESPIRATORY PROTECTION IS REQUIRED, USE ONLY NIOSH/MSHA APPROVED RESPIRATORS IN ACCORDANCE WITH OSHA STANDARD 29 CFR 1910.134. Ventilation:PROVIDE DILUTION VENTILATION OR LOCAL EXHAUST TO PREVENT BUILD-UP OF VAPORS. Protective Gloves:IMPERVIOUS GLOVES Eye Protection:SAFETY GLASSES OR GOGGLES Other Protective Equipment:IMPERVIOUS CLOTHING, APRON Supplemental Safety and Health WT/GAL: 9.31;
THERMAFIBER GRANULATED WOOL;MINERAL WOOL FIBER, MINERAL OIL; ACIDS;ACIDIC CONDITIONS;Respiratory Protection:USE NIOSH APPROVED NUISANCE DUST MASK IF TLV IS EXCEEDED. Ventilation:LOCAL EXHAUST TO KEEP BELOW TLV IF POSSIBLE/GENERAL MECHANICAL VENTILATION & A DUST RESPIRATOR SHOULD BE USED. Protective Gloves:REQUIRED IF DUST IS IRRITATING Eye Protection:TIGHT FITTING GOGGLES Other Protective Equipment:LOOSE FITTING CLOTHING Work Hygienic Practices:REMOVE/WASH WORK CLOTHES SEPARATELY FROM OTHER WASH. Supplemental Safety and Health;
AD, NEOPRENE SYNTHETIC RUBBER;POLYCHLOROPRENE/POLYCHLOROBUTADIENE, (POLYCHLOROPRENE,; ;HEATING TO 392F (200C) OR HIGHER, HYDROGEN CHLORIDE IS EVOLVED AT THESE TEMPERATURES;Respiratory Protection:NIOSH/MSHA APPROVED RESPIRATOR WITH ORGANIC VAPOR CARTRIDGE SHOULD BE USED WHEN VAPORS OR FUMES ARE GENERATED. Ventilation:VENT TO MAINTAIN FUME & VAP LEV W/IN EST SAFE STANDARD. IF LOC EXHAUST IS BEING USED, A CAPTURE VELOCITY OF (SUPDAT) Protective Gloves:RUBBER GLOVES. Eye Protection:CHEMICAL WORKERS GOGGLES . Other Protective Equipment:CHEMICAL RESISTANT CLOTHING. Work Hygienic Practices:NONE SPECIFIED BY MANUFACTURER. Supplemental Safety and Health VENT:150-200 FPM IS RECOMMENDED;
R-379 ACID DILUTING SOLUTION;HYDROGEN CHLORIDE (HYDROCHLORIC ACID) (SARA III), SULFURIC ACID (SARA III); ;AVOID CONTACT WITH MOUTH,E,SKIN,OR CLOTHES,DO T BREATHE;Respiratory Protection:AVOID INHALATION Ventilation:LOCAL EXHAUST IS ACCEPTABLE.MECHANICAL IS PREFERRED. Protective Gloves:PLASTIC Eye Protection:SAFETY GOGGLES Other Protective Equipment:PLASTIC APRON Supplemental Safety and Health;
E-Z D VINYL/STUCCO WASH, 62128;WATER, HYPOCHLOROUS ACID, SODIUM SALT, (SODIUM HYPOCHLORITE), ISOPROPYL ALCOHOL, (SEC-PROPYL ALCOHOL) (SARA 313); ;;Respiratory Protection:NOT REQUIRED FOR NORMAL USE. NIOSH/MSHA APPROVED RESPIRATOR WITH ACID CANISTER IF FUMES PERSIST. Ventilation:NONE SPECIFIED BY MANUFACTURER. Protective Gloves:RUBBER OR PLASTIC. Eye Protection:ANSI APPRVD CHEM WORKERS GOGGS . Other Protective Equipment:SMOCKS TO PROTECT CLOTHING FROM SPLASHING. SHOES WHEN IN SPILL AREAS. ANSI APPRVD EMER EYEWASH & DELUGE SHOWER . Work Hygienic Practices:FOLLOW DIRECTIONS CAREFULLY ON EACH CONTAINER. Supplemental Safety and Health NONE SPECIFIED BY MANUFACTURER;
FUCHSIN ACID, 97-25;FUCHSIN ACID EINECS/ELINCS: 221-816-5.; STRONG OXIDIZING AGENTS;STABLE UNDER RMAL TEMPERATURES AND PRESSURES AVOID INCOMPATIBLE MATERIALS, EXCESS HEAT;Respiratory Protection:FOLLOW THE OSHA RESPIRATOR REGULATIONS FOUND IN 29 CFR 1910.134 OR EUROPEAN STANDARD EN 149. ALWAYS USE A NIOSH OR EUROPEAN STANDARD EN 149 APPROVED RESPIRATOR WHEN NECESSARY. Ventilation:USE ADEQUATE VENTILATION TO KEEP AIRBORNE CONCENTRATIONS LOW. Protective Gloves:NATURAL RUBBER GLOVES. Eye Protection:ANSI APPROVED CHEMICAL WORKERS GOGGLES & FULL LENGTH FACESHIELD . Other Protective Equipment:ANSI APPROVED EYE WASH & DELUGE SHOWER . WEAR APRON, AND/OR CLOTHING. WEAR APPROPRIATE PROTECTIVE CLOTHING TO PREVENT SKIN EXPOSURE. Work Hygienic Practices:WASH THOROUGHLY AFTER HANDLING. REMOVE CONTAMINATED CLOTHING AND WASH BEFORE REUSE. Supplemental Safety and Health PHYSICAL AND CHEMICAL PROPERTIES: DENSITY: NOT AVAILABLE. MOLECULAR FORMULA: C20H17N3O9S3NA2. MOLECULAR WEIGHT: N/P;
RNEASY MINI KIT,74106;GUANIDINE THIOCYANATE; STRONG ACIDS, STRONG OXIDIZING AGENTS;;Respiratory Protection:NIOSH APPROVED RESPIRATOR. Ventilation:MECHANICAL EXHAUST VENTILATION. Protective Gloves:RUBBER GLOVES. Eye Protection:ANSI APPROVED CHEMICAL WORKERS GOGGLES . Other Protective Equipment:EYE WASH & DELUGE SHOWER MEETING ANSI DESIGN CRITERIA . Work Hygienic Practices:WASH THOROUGHLY AFTER HANDLING. Supplemental Safety and Health WASTE DISP METH: ITSELF. UNLESS SPECIFIED DIFFERENTLY, NONCONTAMD PACKAGING MAY BE TREATED LIKE HOUSEHOLD WASTE/RECYCLED;
FEEN-A-MINT GUM, PX0522;PHENOLPHTHALEIN; ;;Respiratory Protection:NIOSH/MSHA APPROVED RESPIRATOR APPROPRIATE FOR EXPOSURE OF CONCERN . Ventilation:MATL SHOULD BE HANDLED/TRANSFERRED IN NIOSH/MSHA APPRVD FUME HOOD/WITH ADEQUATE VENTILATION. Protective Gloves:NEOPRENE/EQUIVALENT GLOVES. Eye Protection:ANSI APPRVD CHEM WORKERS GOGGLES . Other Protective Equipment:ANSI APPRVD EMERGENCY EYE WASH & DELUGE SHOWER . Work Hygienic Practices:WASH THOROUGHLY AFTER HANDLING. Supplemental Safety and Health SPILL PROC:CONTAINERIZE FOR PROPER DISP AS DESCRIBED UNDER DISP. COMPLY W/FED, ST, & LOC REGS ON RPTG RELEASES. REFER TO REGULATORY INFO FOR REPORTABLE QTY & OTHER REGULATORY DATA;
FEEN-A-MINT GUM, PX0521;PHENOLPHTHALEIN; ;;Respiratory Protection:NIOSH/MSHA APPROVED RESPIRATOR APPROPRIATE FOR EXPOSURE OF CONCERN . Ventilation:MATL SHOULD BE HANDLED/TRANSFERRED IN NIOSH/MSHA APPRVD FUME HOOD/WITH ADEQUATE VENTILATION. Protective Gloves:NEOPRENE/EQUIVALENT GLOVES. Eye Protection:ANSI APPRVD CHEM WORKERS GOGGLES . Other Protective Equipment:ANSI APPRVD EMERGENCY EYE WASH & DELUGE SHOWER . Work Hygienic Practices:WASH THOROUGHLY AFTER HANDLING. Supplemental Safety and Health SPILL PROC:CONTAINERIZE FOR PROPER DISP AS DESCRIBED UNDER DISP. COMPLY W/FED, ST, & LOC REGS ON RPTG RELEASES. REFER TO REGULATORY INFO FOR REPORTABLE QTY & OTHER REGULATORY DATA;
AEROSOL RED SP-1196;ETHYL ALCOHOL (ETHANOL), N-BUTYL ACETATE (CERCLA), PROPANE, ISOBUTANE, DIACETONE ALCOHOL (4-HYDROXY-4-METHYL-2-PENTANONE), COLLODION (WET NITROCELLULOSE), ISOPROPYL ALCOHOL (SARA 313), N-PROPYL ACETATE, VOLATILE ORGANIC CONTENT: 6.75 LB/GAL.; STRONG OXIDIZING AGENTS;HEAT, SPARKS, AND OPEN FLAMES;Respiratory Protection:NONE NORMALLY REQUIRED.IF ENGINEERING CONTROLS FAIL OR NON-ROUTINE USE OR AN EMERGENCY OCCURS, WEAR AN MSHA/NIOSH APPROVED RESPIRATOR OR AN AIR-SUPPLIED RESPIRATOR OR SCBA, AS REQUIRED. USE IN ACCORDA NCE WITH 29 CFR 1910.134. Ventilation:USE ADEQUATE EXPLOSION-PROOF MECHANICAL VENTILATION OR LOCAL EXHAUST TO MAINTAIN EXPOSURE BELOW TLV(S). Protective Gloves:CHEMICAL RESISTANT-PVC. Eye Protection:CHEMICAL SPLASH GOGGLES. Other Protective Equipment:EYE WASH STATION & SAFETY SHOWER, CLOTHING TO MINIMZE SKIN CONTACT. Work Hygienic Practices:WASH HANDS AFTER HANDLING AND BEFORE EATING, DRINKING, OR SMOKING. LAUNDER CONTAMINATED CLOTHES BEFORE REUSE. Supplemental Safety and Health THE PRODUCT CONTAINS A HIGHLY FLAMMABLE PROPANE CONTAINING PROPELLANT. THE FLASH POINT AND BOILING POINT THAT ARE LISTED CORRESPOND TO PURE PROPANE. ANY PROPOSED USE OF THIS PRODUCT IN ELEVATED-TEMPER ATURE PROCESSES SHOULD BE THOROUGHLY EVALUATED TO ENSURE SAFE OPERATIONS BECAUSE OF AUTOIGNITION CONCERNS;
WOC200470, WINTON OIL COLOURS RAW SIENNA 20;NON HAZARDOUS INGREDIENTS.; COMBUSTIBLE MATTER E.G., COTTON WASTE;;Respiratory Protection:NIOSH/MSHA APPROVED RESPIRATOR APPROPRIATE FOR EXPOSURE OF CONCERN . Protective Gloves:IMPERVIOUS GLOVES . Eye Protection:CHEMICAL WORKERS GOGGLES . Other Protective Equipment:USE BARRIER CREAMS. Work Hygienic Practices:NORMAL HYGIENE. Supplemental Safety and Health NONE SPECIFIED BY MANUFACTURER;
TT-L-20A, #36440 GRAY LACQUER, #700A136;XYLENES (O-,M-,P- ISOMERS) (SARA 313) (CERCLA) (VP = 5.1 @, METHYL ISOBUTYL KETONE (HEXONE) (SARA 313) (CERCLA) (VP =, CELLULOSE NITRATE, ISOPROPYL ALCOHOL (SARA 313) (VP = 90 @ 68F), ALIPHATIC PETROLEUM DISTILLATES (SARA 313) (VP = 15 @ 100F), METHYL ETHYL KETONE (2-BUTANONE) (MEK) (SARA 313) (CERCLA), DI-SEC-OCTYL PHTHALATE (DI-2-ETHYLHEXYLPHTHALATE) (SARA, VOC = 4.5 LB/GL, MAGNESIUM SILICATE, CYCLOHEXANONE (SARA 313) (CERCLA) (VP = 2.0 @ 68F); STRONG OXIDIZING AGENTS;IGNITION SOURCES;Respiratory Protection:USE MSHA/NIOSH APPROVED UNITS. USE UNITS PER CURRENT 29 CFR 1910.134 REGULATIONS & FOLLOW MANUFACTURERS' INSTRUCTIONS & WARNINGS. AIR PURIFYING OV/FILTER UNITS MAY BE ACCEPTABLE. Ventilation:LOCAL AND MECHANICAL EXHAUST. Protective Gloves:RUBBER GLOVES Eye Protection:SAFETY GLASSES W/SIDE SHIELDS OR GOGGLES Other Protective Equipment:EYE BATH AND SAFETY SHOWER. Work Hygienic Practices:MAINTAIN GOOD PERSON HYGIENE. DO NOT USE IN CONFINED AREAS WITHOUT ADEQUATE VENTILATION. Supplemental Safety and Health NK;
RNEASY 96 KIT,74181;GUANIDINE THIOCYANATE; STRONG ACIDS, STRONG OXIDIZING AGENTS;;Respiratory Protection:NIOSH APPROVED RESPIRATOR. Ventilation:MECHANICAL EXHAUST VENTILATION. Protective Gloves:RUBBER GLOVES. Eye Protection:ANSI APPROVED CHEMICAL WORKERS GOGGLES . Other Protective Equipment:EYE WASH & DELUGE SHOWER MEETING ANSI DESIGN CRITERIA . Work Hygienic Practices:WASH THOROUGHLY AFTER HANDLING. Supplemental Safety and Health WASTE DISP METH: ITSELF. UNLESS SPECIFIED DIFFERENTLY, NONCONTAMD PACKAGING MAY BE TREATED LIKE HOUSEHOLD WASTE/RECYCLED;
DAP VINYL SPACKLING;CALCIUM CARBONATE (MARBLE) (LIMESTONE), WATER, H2O, INERT INGREDIENTS (TYPE NOT SPECIFIED); STRONG OXIDIZERS;EXCESSIVE HEAT;Respiratory Protection:NOT REQUIRED Ventilation:NORMAL ROOM VENTILATION Protective Gloves:NOT REQUIRED Eye Protection:NOT REQUIRED Other Protective Equipment:NOT REQUIRED Supplemental Safety and Health;
3-5910 COLORED OIL BASE OFFSET INK;TREATED PETROLEUM OILS, STODDARD SOLVENT; OXIDIZG MATERIALS;STABLE UNDER RMAL CONDITIONS;Respiratory Protection:NOT NORMALLY REQUIRED WITH ADEQUATE VENTILATION. Ventilation:NORMAL VENTILATION FOR THE WORK AREA. Protective Gloves:GLOVES FOR PROLONGED OR REPEATED CONTACT Eye Protection:NOT NORMALLY NECESSARY Supplemental Safety and Health;
MA37058L;COBALT (60) RADIOISOTOPE; ;;Work Hygienic Practices:WASH HANDS. Supplemental Safety and Health NONE;
FUCHSIN ACID, S71404;FUCHSIN ACID EINECS/ELINCS: 221-816-5.; STRONG OXIDIZING AGENTS;STABLE UNDER RMAL TEMPERATURES AND PRESSURES AVOID INCOMPATIBLE MATERIALS, EXCESS HEAT;Respiratory Protection:FOLLOW THE OSHA RESPIRATOR REGULATIONS FOUND IN 29 CFR 1910.134 OR EUROPEAN STANDARD EN 149. ALWAYS USE A NIOSH OR EUROPEAN STANDARD EN 149 APPROVED RESPIRATOR WHEN NECESSARY. Ventilation:USE ADEQUATE VENTILATION TO KEEP AIRBORNE CONCENTRATIONS LOW. Protective Gloves:NATURAL RUBBER GLOVES. Eye Protection:ANSI APPROVED CHEMICAL WORKERS GOGGLES & FULL LENGTH FACESHIELD . Other Protective Equipment:ANSI APPROVED EYE WASH & DELUGE SHOWER . WEAR APRON, AND/OR CLOTHING. WEAR APPROPRIATE PROTECTIVE CLOTHING TO PREVENT SKIN EXPOSURE. Work Hygienic Practices:WASH THOROUGHLY AFTER HANDLING. REMOVE CONTAMINATED CLOTHING AND WASH BEFORE REUSE. Supplemental Safety and Health PHYSICAL AND CHEMICAL PROPERTIES: DENSITY: NOT AVAILABLE. MOLECULAR FORMULA: C20H17N3O9S3NA2. MOLECULAR WEIGHT: N/P;
WOC200573, WINTON OIL COLOURS VERMILION HUE;NON HAZARDOUS INGREDIENTS.; COMBUSTIBLE MATTER E.G., COTTON WASTE;;Respiratory Protection:NIOSH/MSHA APPROVED RESPIRATOR APPROPRIATE FOR EXPOSURE OF CONCERN . Protective Gloves:IMPERVIOUS GLOVES . Eye Protection:CHEMICAL WORKERS GOGGLES . Other Protective Equipment:USE BARRIER CREAMS. Work Hygienic Practices:NORMAL HYGIENE. Supplemental Safety and Health NONE SPECIFIED BY MANUFACTURER;
NA2070103, PREVOX WILLAMS LITE-NING LIQUID;POTASSIUM DICHROMATE (PREVOX), UREA (PREVOX), WATER, PHOSPHORIC ACID; STRONG CAUSTICS, MOST METALS;A STRONG ACID;Respiratory Protection:USE APPROPRIATE NIOSH APPROVED RESPIRATOR IF AIRBORNE TLV IS EXCEEDED. Ventilation:LOCAL VENTILATION. Protective Gloves:RECOMMENDED Eye Protection:SAFETY GLASSES. Other Protective Equipment:NOT PROVIDED Work Hygienic Practices:NOT PROVIDED Supplemental Safety and Health ABBREVIATION: N/A;
